상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),카테고리,Dictionary
수산물,냉동수산물,냉동새우,냉동새우살,377244,자연드림 중하새우살(제주직송용 250g/EA),1076530,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,378148,냉동새우살(금별맥주용 NEW_PDTO_21~25미 900g/EA),25716150,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,378786,TB화이트새우(타베코리아용 1Kg/EA),32449950,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,379396,TB생새우살(타베코리아용 RPD_26/30 10Kg/BOX),13640960,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,379511,마린물산 생새우살(71/90_4.5Kg*2EA 직송용_500Kg이상발주용 9Kg/BOX),2579580,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,379518,마린물산 생새우살(51/70_200g*10EA 직송용_500Kg이상발주용 2Kg/BOX),2702980,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,379519,마린물산 생새우살(71/90_200g*10EA 직송용_500Kg이상발주용 2Kg/BOX),2968108,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,379524,마린물산 생칵테일(36/40_IQF 직송용_500Kg이상발주용 9Kg/BOX),3250000,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동새우살,380914,냉동새우살(금별맥주용 N_PDTO_31~40미 900g/EA),15391500,1,냉동새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,176756,다이아몬드 자숙새우살(바나메이_200~300 240g/EA),1959347,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,197127,자숙새우살(바나메이_100~200 10Kg/BOX),559079770,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,205337,PRIDE 자숙새우살(바나메이_PD_200~300 200g/EA),86056859,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,240696,칵테일새우(자숙_51~70 200g/EA),437340,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,256481,이츠웰 자숙칵테일새우(CPDTO_31~50 200g/EA),57046092,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,256483,이츠웰 자숙칵테일새우(CPDTO_51~70 200g/EA),76192278,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,256485,이츠웰 자숙칵테일새우(CPDTO_71~90 200g/EA),128435512,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,258147,NhaTrang 자숙새우살(바나메이_100~200 10Kg/BOX),350438450,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,260360,자숙새우살(바나메이_PDTO_꼬리있음_71~90 10Kg/BOX),2113859,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,263708,자숙새우살(100~200 볶음용 200g/EA),829880,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,269485,MINHCUONG 자숙새우살(바나메이_100~200 10Kg/BOX),42199560,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,293166,PRIDE 자숙칵테일새우(CPDTO_71~90 200g/EA),21037240,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,293781,다이아몬드 칵테일새우살(71~90 200g/EA),1560500,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,294981,자숙칵테일새우(CPDTO_51~70 200g/EA),8300,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,295791,PRIDE 자숙칵테일새우(CPDTO_31~50 200g/EA),887432,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,295793,PRIDE 자숙칵테일새우(CPDTO_51~70 200g/EA),218360,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,330043,다이아몬드 자숙새우살(바나메이_100~200 200g/EA),7114958,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,330065,다이아몬드 자숙새우살(바나메이_71~90_꼬리있음 200g/EA),472840,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,333039,이츠웰 자숙칵테일새우(쿠팡용 CPDTO_31~50_번들 400g/EA),1163072,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,333041,이츠웰 자숙칵테일새우(쿠팡용 CPDTO_51~70_번들 400g/EA),1149021,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,333043,이츠웰 자숙칵테일새우(쿠팡용 CPDTO_71~90_번들 400g/EA),548644,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,339210,PRIDE 자숙새우살(바나메이_PD_100~200 200g/EA),12428080,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,347934,CSF 자숙새우살(바나메이_100~200 10Kg/BOX),321886560,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,353417,이츠웰 자숙칵테일새우(ASC인증_CPDTO_31~50 200g/EA),13826403,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,353418,이츠웰 자숙칵테일새우(ASC인증_CPDTO_51~70 200g/EA),9782726,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,353419,이츠웰 자숙칵테일새우(ASC인증_CPDTO_71~90 200g/EA),34694805,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,356960,자숙칵테일새우(고피자용 61~70 1Kg/EA),45780670,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,370452,자숙칵테일새우(b에프앤비용 CPDTO_71~90 200g/EA),363400,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,370665,자숙새우살(에프앤비용 100~200g 250g/EA),940000,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙새우살,377622,자숙새우살(바나메이_100~200 1Kg/EA),26652,1,냉동자숙새우살
수산물,냉동수산물,냉동새우,냉동자숙통새우,306003,자숙통새우(아마애비 탕용 5Kg/BOX),2376958,1,냉동자숙통새우
수산물,냉동수산물,냉동새우,냉동자숙통새우,316754,자숙통새우(바나메이_80미 5Kg/BOX),30617325,1,냉동자숙통새우
수산물,냉동수산물,냉동새우,냉동자숙통새우,318315,자숙통새우(바나메이_60미 5Kg/BOX),11642800,1,냉동자숙통새우
수산물,냉동수산물,냉동새우,냉동자숙통새우,359400,자숙새우(50/60 1Kg/EA),2656080,1,냉동자숙통새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,182576,초새우(2L_30미 145g/EA),3473141,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,257085,초새우(3L_24미 140g/EA),1172880,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,298643,초새우(2L_30미 140g/EA),134866,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,300872,청미새우(미카도스시용 8g*20미 160g/EA),63164850,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,311335,초새우(3L_24미 초밥용 150g/EA),6969426,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,316419,초청미새우(6g*20미 초밥용 120g/EA),11647200,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,316765,초새우(L_30미 초밥용 100g/EA),6065548,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,320164,초청미새우(8G*20미입 초밥용 160g/EA),6036744,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,320697,초새우(4L_24미 153g/EA),18187754,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,350300,초새우6LH(로봇초밥용 20미 180g/EA),13165280,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,352608,초새우4L(로봇초밥용 24미 165g/EA),48569580,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,352984,초새우(미카도스시용 4L_8g*20미 160g/EA),52184300,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,356531,초새우(3L_24미 초밥용 125g/EA),42110,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,369271,붉은새우(미카도스시용 5L_13g*10미 스시용 130g/EA),14809600,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,372320,초백미새우(6G*20미입 초밥용 120g/EA),87700,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,372324,초백미새우(8G*20미입 초밥용 160g/EA),308610,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동초밥용새우,377592,붉은새우(미카도스시용 6L_16g*10미 스시용 160g/EA),28860300,1,냉동초밥용새우
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,125821,하나트레이딩 통새우(바나메이_51~60 2Kg/EA),1478650,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,176793,민물보리새우(KG),33618,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,195501,통새우(바나메이_15미 구이용 500g/EA),3155489,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,195709,홍새우(L1 2Kg/EA),1782086,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,195712,홍새우(L2 2Kg/EA),2302653,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,203089,통새우(바나메이_50~60 2Kg/EA),642300,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,226104,PRIDE 통새우(바나메이_16~20미 500g/EA),11647255,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,226109,PRIDE 통새우(바나메이_36~40미 500g/EA),21033,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,247808,Ecosac 통새우(바나메이_30~40미/kg 2Kg/EA),223781328,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,272445,Ecosac 통새우(바나메이_40~50미/kg 2Kg/EA),489077488,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,272447,Ecosac 통새우(바나메이_50~60미/kg 2Kg/EA),233502320,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,274075,PRIDE 통새우(바나메이_41~50미 500g/EA),344147,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,274276,통새우(블랙타이거_15미 1.3Kg/EA),25707330,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,274650,통새우(블랙타이거_30미 1.3Kg/EA),27080536,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278452,통새우(바나메이_16~20미 500g/EA),9321615,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278453,통새우(블랙타이거_25미 500g/EA),2288484,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278468,통새우(바나메이_13~15미 500g/EA),2054640,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278470,통새우(바나메이_21~25미 500g/EA),19769470,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278532,통새우(블랙타이거_20미 구이용 1.3Kg/EA),8612989,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278541,통새우(블랙타이거_25미 구이용 1.3Kg/EA),18728826,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,278543,통새우(블랙타이거_40미 구이용 1.3Kg/EA),5212237,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,281742,Marinasol 통새우(바나메이_40~50미/kg 2Kg/EA),144089568,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,288720,통새우(블랙타이거_8미 500g/EA),1489847,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,291534,통새우(블랙타이거_10미 구이용 1.3Kg/EA),1715278,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,295361,통새우(블랙타이거_15미 학교급식용 1.3Kg/EA),103954878,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,297432,통새우(버터플라이_헤드온 700g/EA),123506981,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,297743,Marinasol 통새우(바나메이_50~60미/kg 2Kg/EA),65177296,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,299863,생칵테일새우(31/40 900g/EA),1446442,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,305074,딱새우(1Kg/PAC),1944947,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,307090,통새우(블랙타이거_18미 1.3Kg/EA),18966733,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,307091,해우씨푸드 통새우(블랙타이거_20미 구이용 1.3Kg/EA),1346500,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,307236,통새우(바나메이_26~30미 구이용 500g/EA),17186230,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308611,통새우(바나메이_20미 구이용 500g/EA),11710982,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308806,통새우(블랙타이거_12미 500g/EA),2877300,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308807,통새우(블랙타이거_15미 구이용 500g/EA),3420392,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308808,통새우(블랙타이거_20미_ 구이용 500g/EA),990064,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308943,통새우(바나메이_30미 구이용 500g/EA),7057793,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,308944,통새우(바나메이_36~40미 구이용 500g/EA),16543622,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,310604,통새우(31~40 구이용 2Kg/EA),4558440,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,310679,통새우(블랙타이거_10미 구이용 500g/EA),2432065,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,310684,통새우(흰다리_40미 구이용 500g/EA),3392400,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,310818,통새우(블랙타이거_10미 500g/EA),26986273,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,310819,MINHPHU 통새우(블랙타이거_15미 구이용 500g/EA),2196492,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,311132,통새우(블랙타이거_12미 구이용 1.3Kg/EA),310020,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,311199,통새우(바나메이_25미 500g/EA),179300,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,313710,통새우(블랙타이거_18미 구이용 1.3Kg/EA),-989,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,314416,민물새우(400g/EA),11108876,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,315480,다이아몬드 통새우(바나메이_30미 구이용 500g/EA),811680,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,315754,시형 통새우(바나메이_60미 구이용 500g/EA),272125,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,316174,통새우(바나메이_46~50미 500g/EA),4357871,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,316446,냉동새우살(바나메이_꼬리있음_31~40 구이용 900g/EA),842730,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,316685,생새우(1Kg/EA),2008500,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,316793,새우(블랙타이거_15미 500g/EA),12802807,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,316944,새우(바나메이_머리없음_21~25 1.8Kg/EA),5438178,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,317044,냉동새우살(바나메이_꼬리있음_16~20 구이용 1.8Kg/EA),20863566,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,317229,통새우(블랙타이거_20미 구이용 500g/EA),9450904,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,317516,통새우(바나메이_40~50 2Kg/EA),9692250,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,318188,아토무역 민물새우(400g/EA),29177649,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,324215,민물새우(이도비어용 400g/EA),57000,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,332792,프라이드 통새우(블랙타이거_5미 330g/EA),388517,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354165,통새우(FO용 블랙타이거_10미 창고출고용 500g/EA),6946200,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354167,통새우(FO용 바나메이_15미 배송용 500g/EA),5790250,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354169,통새우(FO용 바나메이_20미 배송용 500g/EA),29775203,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354171,통새우(FO용 바나메이_25미 배송용 500g/EA),15616548,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354172,통새우(FO용 블랙타이거_15미 창고출고용 500g/EA),19576800,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354174,통새우(FO용 바나메이_30미 배송용 500g/EA),39777743,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354175,통새우(FO용 블랙타이거_20미 창고출고용 500g/EA),21504900,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354177,통새우(FO용 바나메이_40미 배송용 500g/EA),18036577,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354180,통새우(FO용 블랙타이거_30미 창고출고용 500g/EA),696600,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354186,통새우(FO용 바나메이_50미 배송용 500g/EA),7337233,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354190,통새우(FO용 바나메이_60미 배송용 500g/EA),4540568,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354192,통새우(FO용 블랙타이거_15미 배송용 1.3Kg/EA),8238240,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354197,통새우(FO용 바나메이_15미 창고출고용 500g/EA),4008200,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354199,통새우(FO용 바나메이_20미 창고출고용 500g/EA),6441100,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354201,통새우(FO용 바나메이_25미 창고출고용 500g/EA),1211600,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354204,통새우(FO용 바나메이_30미 창고출고용 500g/EA),10090850,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354211,통새우(FO용 바나메이_60미 창고출고용 500g/EA),757200,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354213,통새우(FO용 블랙타이거_15미 배송용 500g/EA),4896300,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354401,자연드림 블랙타이거쉬림프링(425g/EA),207851,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,354403,자연드림 블랙타이거초밥새우(24미 135g/EA),157236,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,370672,통새우(b에프앤비용 바나메이_20미 500g/EA),1716900,0,
수산물,냉동수산물,냉동새우,냉동통새우/두절새우,371999,갯푸름 통새우(버터플라이_헤드온 700g/EA),366163294,0,
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),231183,노바시새우(20미 450g/EA),22365720,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),257959,다이아몬드 노바시새우(바나메이_20미 450g/EA),27819000,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),307086,튀김용새우(노바시_20미 튀김용 454g/EA),129499730,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),308395,노바시(40미 튀김용 300g/EA),2084770,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),309600,노바시(30미 튀김용 300g/EA),18985436,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),310813,튀김용새우(노바시_40미 튀김용 300g/EA),1176332,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),328184,노바시(체인전용 20미 450g/EA),372756400,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),351528,지에스코퍼레이션 노바시새우(20미 450g/EA),26200,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353629,노바시새우(FO용 20미 배송용 450g/EA),8409830,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353647,노바시새우(FO용 30미 배송용 300g/EA),50683045,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353648,노바시새우(FO용 40미 배송용 300g/EA),27081911,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353650,노바시새우(FO용 20미 창고출고용 450g/EA),15633200,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353651,노바시새우(FO용 30미 창고출고용 300g/EA),38323600,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),353653,노바시새우(FO용 40미 창고출고용 300g/EA),2170500,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),356749,노바시(40미 튀김용 300g/EA),50407,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),357701,블랙타이거새우튀김(자연드림 300g/EA),1616460,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),371183,노바시새우(미카도스시용 30미 300g/EA),10235900,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동새우,냉동튀김용새우(노바시),372313,C노바시새우(한경용 454g/EA),113011200,1,냉동튀김용새우(노바시)
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,117911,방어(순살_80~100g/토막 KG),17378448,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,162637,프레시웨이 감초입은삼치(급식용_키즈용 순살_가시제거율95%_40g_125개이상 구이용 5Kg/EA),135302,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,193451,동태포(아라마크용 상품 물류대행_슬라이스 전용 KG),15355,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,197458,부경수산 동태(순살_70~80g/토막 KG),315629,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,234651,아귀(특별사양 20~40g/토막 순살 KG),3688139,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,239568,동태포(필렛_껍질있음_12~15oz 10Kg/BOX),480100,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,240929,참조기(순살_30~40g/토막 500g/EA),4681563,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,240933,달고기(순살 1Kg/EA),8179203,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,249251,갈치(순살 30~40g/토막 500g/EA),29580,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,254369,동태포필렛(비즈S용 3~4토막_가시제거율95% 750g/EA),3293442,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,254381,삼치(비즈S용 순살_30~40g/토막 KG),15822393,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,254383,코다리(비즈S용 순살_60g/토막 KG),3797915,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,254389,임연수(비즈S용 순살_40g/토막 KG),1694914,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,254432,갈치(비즈S용 순살_14~16토막 500g/EA),1279446,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,256242,코다리살(비즈S용 30~40g/개 강정용 KG),3228517,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,264294,삼치(키즈용 순살_가시제거율95%_60~80g/토막 KG),41250,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,264345,대구목살(손질 KG),6600313,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,269697,대구포필렛(껍질없음 KG),196966,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,281575,삼치필렛(PBI_85~95g/토막 10Kg/BOX),383064180,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,282060,아이누리 순살삼치(키즈용 이력제_염지_가시제거율95%_14~16토막 500g/EA),78161222,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,282061,아이누리 순살고등어(키즈용 이력제_염지_가시제거율95%_14~16토막 500g/EA),64593028,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,282995,감초입은삼치(급식용_키즈용 순살_가시제거율95%_40g_25개이상 구이용 1Kg/EA),16329334,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,282998,감초입은삼치(급식용_키즈용 순살_가시제거율95%_80g_12개이상 구이용 1Kg/EA),8776478,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,282999,감초입은임연수(급식용_키즈용 순살_가시제거율95%_40g_25개이상 구이용 1Kg/EA),35231705,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283000,감초입은삼치(급식용_키즈용 순살_가시제거율95%_60g_15개이상 구이용 1Kg/EA),8217059,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283001,감초입은임연수(급식용_키즈용 순살_가시제거율95%_60g_15개이상 구이용 1Kg/EA),27244254,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283002,감초입은임연수(급식용_키즈용 순살_가시제거율95%_80g_12개이상 구이용 1Kg/EA),19698152,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283004,감초입은삼치(순살_가시제거율95%_60g_15개이상 구이용 1Kg/EA),6108837,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283005,감초입은삼치(순살_가시제거율95%_80g_12개이상 구이용 1Kg/EA),4742550,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283006,감초입은임연수(순살_가시제거율95%_60g_15개이상 구이용 1Kg/EA),4262641,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,283007,감초입은삼치(순살_가시제거율95%_40g_25개이상 구이용 1Kg/EA),4362507,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287097,메로가마살(KG),2957932,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287122,아이누리 순살삼치(키즈용 이력제_염지_가시제거율95%_28~32토막 1Kg/EA),217293560,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287123,아이누리 순살고등어(키즈용 이력제_염지_가시제거율95%_28~32토막 1Kg/EA),124545265,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287124,아이누리 코다리(순살_가시제거율95%_28~32토막 1Kg/EA),52349331,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287125,아이누리 동태포(슬라이스_순살_가시제거율95%_28~32토막 1Kg/EA),36358324,1,냉동생선살
수산물,냉동수산물,냉동생선(가시제거),냉동생선살,287195,아이누리 임연수(순살_가시제거율95%_28~32토막 1Kg/EA),32985390,1,냉동생선살
