상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),Kearney,,,상품범주(세),
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237320,참푸드팜 돈목살(300±30g/개 보쌈용_수육용 KG),"2,859,317",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237324,참푸드팜 돈삼겹(300±30g/개 보쌈용_수육용 KG),"11,391,987",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237343,참푸드팜 돈앞다리(300±30g/개 보쌈용_수육용 KG),"3,820,806",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237446,부경식품 돈갈비(MAP_4*3*2cm 찜용 1Kg/EA),"3,250,534",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237448,부경식품 돈삼겹(MAP_덩어리 보쌈용_수육용 1Kg/EA),"4,376,410",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237451,부경식품 돈갈비(MAP_4*3*2cm 찜용 500g/EA),"2,334,012",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237454,부경식품 돈삼겹(MAP_덩어리 보쌈용_수육용 500g/EA),"519,850",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237457,부경식품 한우갈비(3등급 4*6*4cm 찜용 KG),"5,960,110",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237702,아이누리 돈안심(부경식품_무항생제_덩어리 보쌈용_수육용 1Kg/EA),"298,080",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),237723,아이누리 돈안심(부경식품_무항생제_MAP_덩어리 보쌈용_수육용 300g/EA),"63,380",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),239231,돈사태(3*3*3cm 찜용 KG),"163,463,303",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),242426,도드람한돈 돈앞다리(MAP 보쌈용 500g/EA),"32,270",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),252186,돈등뼈(8cm절단 찜용 5Kg/EA),"1,237,802",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),252203,돈앞다리(MAP_500g*2팩 수육용 1Kg/EA),"239,373",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),271412,한우갈비(1등급 3*3*3cm 찜용 KG),"9,812,362",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),274775,이츠웰 돈삼겹(5*7*3cm 밀키트용_묵은지통삼겹찜용 450g/EA),"2,045,000",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),276137,부경식품 돈앞다리(덩어리 보쌈용_수육용 KG),"14,738,752",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),276663,부경식품 돈갈비(2.5*3.5*3.5cm 찜용 KG),"9,390,565",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),276943,부경식품 돈전지(2.5*2.5*2.5cm 찜용 KG),"3,690,902",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),277506,아이누리 돈앞다리(무항생제_MAP_덩어리 보쌈용 500g/EA),"25,331,246",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),277551,아이누리 돈갈비(무항생제_MAP 찜용 600g/EA),"9,376,561",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),277554,아이누리 돈삼겹(무항생제_MAP 보쌈용 500g/EA),"10,531,968",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),281471,한우갈비(키즈용 1등급 무항생제 찜용 700g/EA),"4,086,350",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),281472,돈갈비(키즈용 무항생제 찜용 1Kg/EA),"5,277,750",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299298,아이누리 돈앞다리(무항생제_MAP 덩어리 100g/EA),"16,930",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299805,돈갈비(무항생제_MAP 찜용 500g/EA),"1,738,327",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299807,돈앞다리(무항생제_MAP_덩어리 수육용_보쌈용 500g/EA),"25,843,379",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299810,돈안심(무항생제_MAP_덩어리 수육용_보쌈용 500g/EA),"5,022,533",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299812,돈삼겹(무항생제_MAP 수육용_보쌈용 500g/EA),"15,781,610",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),299814,돈목살(무항생제_MAP_300±30g/덩어리 수육용_보쌈용 500g/EA),"12,050,443",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),323597,돈등갈비(한대절단 구이용_찜용 KG),"94,080,095",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),323864,아이누리 돈목살(부경식품_MAP_300±30g/덩어리 보쌈용_수육용 500g/EA),"474,810",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),323888,아이누리 돈갈비(부경식품_무항생제_MAP 찜용 600g/EA),"563,300",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),326677,한부유통 돈등갈비(한대절단 구이용_찜용 KG),"3,687,049",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),332862,돈삼겹(5cm두께 보쌈용_수육용 KG),"3,833,630",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),333793,돈갈비(키즈용 MAP_4*3*2cm 찜용 300g/EA),"115,820",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),333794,돈갈비(키즈용 MAP_4*3*2cm 찜용 500g/EA),"1,839,960",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),333795,돈갈비(키즈용 MAP_4*3*2cm 찜용 1Kg/EA),"7,062,785",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),339577,돈사태(키즈용 무항생제_MAP_2*2*2cm 찜용 KG),"45,485,195",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340757,설성목장 돈앞다리(1등급이상 무항생제_MAP_덩어리 보쌈용 500g/EA),"1,552,000",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340763,설성목장 돈갈비(1등급이상 무항생제_MAP 찜용 600g/EA),"903,960",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340785,설성목장 돈목살(1등급이상 무항생제_MAP_덩어리 보쌈용_수육용 500g/EA),"1,976,650",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340819,설성목장 돈목살(1등급이상 무항생제_MAP_300±30g/개_덩어리 보쌈용_수육용 1Kg/EA),"9,232,430",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340836,설성목장 돈삼겹(1등급이상 무항생제_MAP 보쌈용 500g/EA),"1,410,007",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),340870,설성목장 돈목살(1등급이상 무항생제_MAP_300±30g/덩어리 보쌈용_수육용 300g/EA),"13,020",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),350400,한우갈비(키즈용 1등급 ㅁㅁ품질ㅁㅁ_3*3*3cm 찜용 KG),"5,910,490",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355485,돈갈비(아라마크용 물류대행 찜용_이상네용 KG),"3,776",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355487,돈등뼈(아라마크용 물류대행 KG),"58,759",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355499,돈목심(아라마크용 물류대행 수육용 KG),890,,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355510,돈앞다리살(아라마크용 물류대행 수육용 KG),"50,279",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355538,돈뒷다리살(아라마크용 물류대행 찜용 KG),"35,899",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355543,돈뒷다리살(아라마크용 물류대행 찜용_이상네용 KG),"17,384",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355549,돈사태(아라마크용 물류대행 수육용 KG),"4,902",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),355552,돈사태(아라마크용 물류대행 찜용 KG),"25,401",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),357841,돈사태(군납용 2등급 이상 2.5*2.5*2.5cm 찜용 5Kg/EA),"5,748,334",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),357842,돈사태(군납용 2등급 이상 2.5*2.5*2.5cm 찜용 1Kg/EA),"2,467,499",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),357845,돈안심(군납용 2등급 이상 2*2*2cm 찜용 5Kg/EA),"17,088,333",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),357846,돈안심(군납용 2등급 이상 2*2*2cm 찜용 1Kg/EA),"7,137,057",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),369128,롯데축산 돈갈비(보훈병원용 4*4*3cm 2Kg/EA),"5,734,950",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),369129,롯데축산 돈앞다리(보훈병원용 2.5*2.5*0.5cm 국거리용 2Kg/EA),"533,520",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),371153,돈뒷다리(300±30g/개 보쌈용_수육용_리뉴얼임시코드용 1Kg/EA),"11,735,750",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372338,국제식품 돈갈비(아라마크용 3cm절단 KG),"5,290",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372354,국제식품 돈사태(아라마크용 200g덩어리 KG),263,,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372355,국제식품 돈사태(아라마크용 수육용 KG),"4,240",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372358,국제식품 돈사태(아라마크용 2.5*2.5*2.5cm 찜용 KG),"8,165",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372362,국제식품 돈전지(아라마크용 300g±30 수육용 KG),"3,011",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372498,돈사태(원물덩어리 수육용_학교급식메뉴용 KG),"20,248,596",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),372609,국제식품 돈갈비(아라마크용 2.5*2.5*2.5cm KG),"5,582",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),374039,롯데축산 돈갈비(보훈병원용 4*4*3cm KG),"9,635,440",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),374044,롯데축산 돈목살(보훈병원용 5cm두깨 수육용 KG),"2,213,200",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),377679,돈전지(아라마크용 물류대행 수육용 KG),"2,474",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),377680,돈삼겹(아라마크용 물류대행 수육용 KG),"2,600",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),377681,돈갈비(아라마크용_이영용 물류대행_2.5*2.5*2.5cm 찜용 KG),"6,305",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),378266,롯데축산 돈삼겹(보훈병원용 5cm두께 수육용 KG),"3,967,198",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),379785,이영 돈사태(아라마크용 물류대행_2.5*2.5*2.5cm 찜용 KG),"5,696",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),379864,다연 돈뒷다리(300±30g/개 보쌈용_수육용 KG),"38,675",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),379874,다연 돈앞다리(300±30g/개 보쌈용_수육용 KG),"544,172",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380004,다연 돈뒷다리(300±30g/개 보쌈용_수육용 KG),"45,100",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380520,이영 돈사태(아라마크용 물류대행_3*3*3cm 찜용 KG),"2,353",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380564,이영 돈갈비(아라마크용 물류대행_3*3*3cm 찜용 KG),"2,112",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380570,이영 돈목살(아라마크용 물류대행_원형덩어리1kg내외 KG),13,,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380591,이영 돈전지(아라마크용 물류대행_덩어리_1kg내외 KG),340,,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380797,돈뒷다리(동부권용 300±30g/개 보쌈용_수육용 KG),"197,466",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),380868,다연 돈갈비(특별사양 KG),"84,033",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400188,돈갈비(4*3*2cm 찜용 KG),"161,430,122",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400200,돈사태(200±20g/개 수육용 KG),"49,121,861",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400210,돈뒷다리(300±30g/개 보쌈용_수육용 KG),"29,500,599",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400225,돈갈비(4*3*2cm 찜용 KG),"97,863,255",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400241,돈사태(덩어리 찜용_수육용 KG),"39,962,341",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400611,육우갈비(3등급이상 4*6*4cm 찜용 KG),"10,007,721",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),400775,돈목살(300±30g/개 보쌈용_수육용 KG),"23,517,979",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),401345,돈삼겹(300±30g/개 보쌈용_수육용 KG),"57,599,989",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),401346,돈삼겹(200±20g/개 수육용 KG),"6,318,843",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),401406,돈목살(300±30g/개 보쌈용_수육용 KG),"63,233,877",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),401410,돈삼겹(300±30g/개 보쌈용_수육용 KG),"61,135,919",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),401858,돈앞다리(300±30g/개 보쌈용_수육용 KG),"32,456,602",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),409329,돈앞다리(덩어리 보쌈용_수육용 KG),"21,942,160",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),412069,돈목살(200±20g/개 수육용 KG),"7,052,308",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),421230,돈갈비(4*3*2cm 키즈용_찜용 1Kg/EA),"518,270",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),421235,돈사태(200±20g/개 키즈용_찜용 1Kg/EA),"349,370",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),421239,돈삼겹(300±30g/덩어리 키즈용_보쌈용_수육용 1Kg/EA),"183,320",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422132,아이누리 돈안심(무항생제_덩어리 보쌈용_수육용 1Kg/EA),"19,759,510",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422143,아이누리 돈목살(MAP_300±30g/덩어리 보쌈용_수육용 500g/EA),"4,331,420",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422154,아이누리 돈목살(무항생제_MAP_300±30g/덩어리 보쌈용_수육용 300g/EA),"416,760",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422164,아이누리 돈안심(무항생제_MAP_덩어리 보쌈용_수육용 300g/EA),"389,220",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422175,아이누리 돈안심(무항생제_MAP_덩어리 보쌈용_수육용 500g/EA),"989,890",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422185,아이누리 돈목살(무항생제_300±30g/개_덩어리 보쌈용_수육용 1Kg/EA),"26,857,900",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422598,돈삼겹(키즈용 300±30g/개 보쌈수육용 KG),"12,394,677",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422599,돈앞다리(키즈용 300±30g/개 보쌈수육용 KG),"9,359,972",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422600,돈뒷다리(키즈용 300±30g/개 보쌈수육용 KG),"3,658,605",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422611,돈갈비(키즈용 4*3*2cm 찜용 KG),"19,213,894",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422612,돈사태(키즈용 4*3*2cm_덩어리 찜용 KG),"54,896,460",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422620,돈목살(키즈용 300±30g/개 보쌈수육용 KG),"8,899,106",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422635,돈갈비(키즈용 ㅁㅁ품질ㅁㅁ_4*3*2cm 찜용 KG),"53,714,597",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),422636,돈사태(키즈용 200±20g/개 찜용 KG),"4,092,771",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),424238,돈목심(키즈용 300±30g/개 보쌈수육용 KG),"1,015,561",,,,,
축산물,세절우돈육,세절우돈육(국산),찜/보쌈/수육용세절육(국산),424281,돈삼겹(키즈용 300±30g/개 보쌈수육용 KG),"11,704,344",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),125910,돈등심(1.2*1.2cm*길이제한없음_자투리포함 탕수육용 5Kg/EA),"49,250",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),125914,돈뒷다리(1.5*1.5cm*길이제한없음_자투리포함 탕수육용 5Kg/EA),"104,120",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),179258,대조 돈등심(탕수육용 KG),"48,180",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),236820,프레시웨이 돈뒷다리(참푸드팜_1*1*5cm 탕수육용 1Kg/EA),"4,161,840",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),236972,부경식품 돈뒷다리(1*1*5cm 탕수육용 KG),"5,685,115",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),236973,부경식품 돈등심(7*1*1cm 탕수육용 KG),"6,077,813",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237279,참푸드팜 돈뒷다리(1*1*5cm 탕수육용 KG),"3,865,942",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237514,프레시웨이 돈등심(참푸드팜_1*1*5cm 탕수육용 1Kg/EA),"726,730",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237516,프레시웨이 돈등심(참푸드팜_1*1*5cm 탕수육용 5Kg/EA),"431,136",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237681,프레시웨이 돈등심(부경식품_1*1*5cm 탕수육용 5Kg/EA),"210,942",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237682,프레시웨이 돈뒷다리(부경식품_1*1*5cm 탕수육용 1Kg/EA),"948,361",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),237683,프레시웨이 돈뒷다리(부경식품_1*1*5cm 탕수육용 5Kg/EA),"2,309,160",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),242873,돈뒷다리(1.5*1.5*5cm 탕수육용 KG),"987,788",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),299802,돈등심(무항생제_MAP_1*1*5cm 탕수육용 500g/EA),"1,258,410",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),321962,돈등심(7*2*1.5cm 탕수육용 KG),"387,493",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),322537,돈등심(7*2*1.5cm 탕수육용 5Kg/EA),"48,000",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),323880,아이누리 돈등심(부경식품_MAP_무항생제_1*1*5cm 탕수육용 1Kg/EA),"956,578",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),324297,돈등심(7*1.5*1.5cm 탕수육용 KG),"8,361,354",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),337531,한우우둔(키즈용 무항생제_5*1*1cm 탕수육용 KG),"1,457,550",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),338786,돈뒷다리(1*1*5cm 탕수육용 KG),"1,819,458",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),340789,설성목장 돈등심(1등급이상 무항생제_MAP_1*1*5cm 탕수육용 500g/EA),"388,090",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),340825,설성목장 돈등심(1등급이상 무항생제_MAP_1*1*5cm 탕수육용 1Kg/EA),"3,415,400",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),340874,설성목장 돈등심(1등급이상 무항생제_MAP_1*1*5cm 탕수육용 300g/EA),"108,150",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),355539,돈뒷다리살(아라마크용 물류대행 탕수육용 KG),"13,014",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),369141,롯데축산 돈뒷다리(보훈병원용 1*1*5cm 탕수육용 2Kg/EA),"49,140",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),372351,국제식품 돈뒷다리(아라마크용 1*1*5cm 탕수육용 KG),"4,211",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),378271,롯데축산 돈앞다리(보훈병원용 1*1*5cm 탕수육용 KG),"77,745",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),379254,돈앞다리(보훈병원용 1*5*1cm 탕수육용 KG),"262,807",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),379255,돈사태(보훈병원용 2*2*2cm KG),"2,666,373",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),379865,다연 돈뒷다리(5*1*1cm 탕수육용 KG),"56,200",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),380798,돈뒷다리(동부권용 1*1*5cm 탕수육용 KG),"322,810",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),400214,돈뒷다리(1*1*5cm 탕수육용 KG),"12,824,253",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),400229,돈등심(7*1*1cm 탕수육용 KG),"5,451,015",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),406111,돈뒷다리(7*1*1cm 탕수육용 KG),"21,390",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),407072,돈뒷다리(6*2*2cm 탕수육용 KG),"6,144,255",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),411764,정품진 돈뒷다리(1*1*5cm 탕수육용 1Kg/EA),"134,170",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),412068,돈등심(7*1*1cm 탕수육용 KG),"3,182,244",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),422148,아이누리 돈등심(무항생제_MAP_1*1*5cm 탕수육용 500g/EA),"1,149,760",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),422159,아이누리 돈등심(무항생제_MAP_1*1*5cm 탕수육용 300g/EA),"233,210",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),422190,아이누리 돈등심(무항생제_1*1*5cm 탕수육용 1Kg/EA),"5,068,410",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),422613,돈뒷다리(키즈용 5*1*1cm 탕수육용 KG),"831,476",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),422637,돈등심(키즈용 5*1*1cm 탕수육용 KG),"6,382,427",,,,,
축산물,세절우돈육,세절우돈육(국산),탕수육용 세절육(국산),424233,돈등심(키즈용 5*1*1cm 탕수육용 KG),"844,652",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),236803,부경식품 한우사골(3cm두께_절단 탕용 KG),"1,967,338",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),236979,부경식품 돈등뼈(3cm두께_절단 탕용 KG),"15,065,693",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),236980,부경식품 돈잡뼈(덩어리 육수용 KG),"8,799,850",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),237022,부경식품 돈사골(5cm두께_절단 육수용 KG),"5,950,569",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),237023,부경식품 한우잡뼈(3cm두께_절단 탕용 KG),"4,950,590",,,,,
축산물,세절우돈육,세절우돈육(국산),탕용 세절육(국산),237186,참푸드팜 한우사골(3cm절단 탕용 KG),"1,156,741",,,,,
